targy_nev,kredit,felelos,nyelv,link
Szociológia: kérdések és megközelítések,9,Dr. Bartus Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVR3B?semester=2021/22/1
Szociológiaelmélet,6,Dr. Hadas Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NAKH3M?semester=2019/20/2
Szociológiaelméleti irányzatok,3,Dr. Hadas Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCK80B?semester=2019/20/2
Szociológiai elméletek II.,6,Dr. Hadas Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NAKM5M?semester=2019/20/2
Szociológiai kutatás módszertana I.,6,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NEKJ6B?semester=2025/26/1
Szociológiai kutatás módszertana II.,6,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NEKH6B?semester=2020/21/2
Szociológiai kutatások tervezése,3,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCK99M?semester=2019/20/2
Szoftver engineering,5,Dr. Csáki Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/INIR026NMMB?semester=2021/22/1
Szoftver-technológia I.,5,Dr. Mohácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NAK22B?semester=2020/21/1
Szoftver-technológia II.,5,Dr. Mohácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NAK20B?semester=2025/26/1
Szolgáltatásmarketing,5,Dr. Kenesei Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAV02M?semester=2021/22/1
Szolgáltatásmarketing a turizmusban,5,Dr. Kenesei Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41LAK26S?semester=2022/23/1
Szolgáltatásmarketing és felhasználói élmény,5,Dr. Cserdi Zsófia Hajnalka,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK69S?semester=2020/21/1
Szolgáltatásmenedzsment,5,Dr. Papp Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/2PU51LAK01S?semester=2019/20/2
Szolgáltatásmenedzsment,6,Dr. Cserdi Zsófia Hajnalka,magyar,https://www.uni-corvinus.hu/tantargyak/MAME015NMBB?semester=2024/25/2
Szovjet-orosz tanulmányok,3,Sz. Biró Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCKE2M?semester=2019/20/2
Sztochasztika,4,Dr. Medvedev Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK30B?semester=2020/21/2
Sztochasztika,5,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK09O?semester=2024/25/2
Szupervízió,4,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0055LMSB?semester=2024/25/2
Tájérték alapú helyi fejlesztés – Balatonfelvidéki kutatószeminárium,6,Dr. Bálint Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAV51M?semester=2019/20/2
Tanácsadás és Infokommunikáció,4,Dr. Duma László,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NCK03M?semester=2019/20/2
Tanítási gyakorlat,2,Vinczéné Fekete Lídia,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LPKB7M?semester=2021/22/2
Tanítási gyakorlat kísérő szeminárium,2,Dr. Mikáczó Éva Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK033LMMB?semester=2024/25/2
Tanítsunk Magyarországért! I. Mentor-hallgató képzés,2,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/KSPV027NMBB?semester=2024/25/2
Tanítsunk Magyarországért! II. Mentorálást kísérő szeminárium,2,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/KSPV030NMBB?semester=2024/25/2
Tanítsunk Magyarországért! III. Mentorálást kísérő szeminárium,magyar,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/TARS100NMBB?semester=2024/25/2
Tanügy-igazgatási és gazdálkodási ismeretek,3,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LAK03S?semester=2020/21/1
Tanügy-igazgatási szakértői gyakorlat,6,Dr. Bodnár Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LAKA9S?semester=2019/20/2
Tanulás és kutatásmódszertan,3,Dr. Komár Zita,magyar,https://www.uni-corvinus.hu/tantargyak/5KO10NAK01B?semester=2020/21/2
Tanulás és kutatásmódszertan,3,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAK09B?semester=2024/25/2
Tanulás és kutatásmódszertan,magyar,Dr. Virág Attila,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK01B?semester=2019/20/2
Tanulás és kutatásmódszertan,3,Dr. Rosta Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ74NAK04B?semester=2020/21/1
Tanulás és kutatásmódszertan,3,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK04B?semester=2019/20/2
Tanulás és kutatásmódszertan,3,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NSZ09B?semester=2020/21/1
Tanulás és tanítás aktuális kérdései,2,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LPKB2M?semester=2020/21/1
Tanulás- és kutatásmódszertan,3,Dr. Ásványi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2GF26NAK01B?semester=2019/20/2
"Tanulási folyamatok tervezése, szervezése és értékelése",3,Pálvölgyi Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LAKH6S?semester=2021/22/1
Tanuló szervezet,6,Dr. Gelei András,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81LAK44S?semester=2021/22/1
Tanuló szervezet gyakorlata,5,Dr. Gelei András,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NDK03M?semester=2025/26/1
Tanuló szervezet gyakorlata,5,Dr. Gelei András,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM053NMMB?semester=2025/26/1
Tanuló szervezet tréning,4,Dr. Gelei András,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NCV04M?semester=2021/22/2
Tárgyalástechnika,5,Dr. Mitev Ariel Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43LAK01S?semester=2020/21/1
Tárgyalástechnika,6,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKB8B?semester=2019/20/2
Tárgyalástechnika tréning,3,Dr. Kiss Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NDK38M?semester=2019/20/2
Társadalmi és demográfiai problémák,6,Professor Emerita Dr. Elekes Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKJ3B?semester=2025/26/1
Társadalmi és demográfiai problémák,6,Professor Emerita Dr. Elekes Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCVJ3M?semester=2020/21/1
Társadalmi és gazdasági előrejelzés,5,Dr. Hideg Éva,magyar,https://www.uni-corvinus.hu/tantargyak/2JK22NAK01M?semester=2019/20/2
Társadalmi és gazdasági hálózatok elemzése,6,Lőrincz László,magyar,https://www.uni-corvinus.hu/tantargyak/4EE21NAK38M?semester=2025/26/1
Társadalmi integráció és esélyegyenlőség,magyar,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LAK77M?semester=2025/26/1
Társadalmi kapcsolatháló-elemzés,magyar,Dr. Sass Judit Gabriella,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NGVH8M?semester=2019/20/2
Társadalmi kommunikáció,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NCKB3B?semester=2025/26/1
Társadalmi kommunikációs doktori iskola proszeminárium,3,Matolay Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAVL4M?semester=2020/21/2
Társadalmi nemek,6,Matolay Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVR7B?semester=2022/23/2
Társadalom és lélektan,6,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC4B?semester=2022/23/1
Társadalom és politikai földrajz,6,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK85B?semester=2023/24/1
Társadalom és politikai földrajz,6,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG044NMBB?semester=2024/25/2
Társadalombiztosítás,2,Professor Emerita Dr. Kovács Erzsébet,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11LD036S?semester=2023/24/1
Társadalombiztosítás,2,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA043LMSB?semester=2023/24/1
Társadalomfilozófia,3,Dr. Hoppál Bulcsú Kál,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NGV22M?semester=2020/21/1
Társadalomföldrajz,3,Dr. Jeney László Botond,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAV02B?semester=2020/21/1
Társadalomföldrajz,6,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG018NMBB?semester=2023/24/1
Társadalompolitikai beavatkozások hatásvizsgálata,6,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKN9M?semester=2019/20/2
Társadalomstatisztika,3,Dr. Hegedűs Rita,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NBK10B?semester=2019/20/2
Társadalomszerkezet – társadalmi folyamatok,6,Dr. Husz Ildikó,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKG7B?semester=2020/21/2
Társadalomszerkezet és egyenlőtlenségek,6,Dr. Husz Ildikó,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVR8B?semester=2021/22/2
Társadalomszerkezet és egyenlőtlenségek,9,Dr. Kristóf Luca,magyar,https://www.uni-corvinus.hu/tantargyak/KSSZ024NMBB?semester=2025/26/1
Társadalomtörténet,6,Dr. Ványi Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7GT02NBKJ5B?semester=2025/26/1
Társadalomtudományos felhasználói szoftverek,5,Dr. Letenyei László,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NAV02M?semester=2025/26/1
Társadalomtudományos felhasználói szoftverek,6,Dr. Letenyei László,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NHKM8M?semester=2019/20/2
Társasági jog,5,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/2JO11NAV01M?semester=2025/26/1
Társasági jog,4,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/2JO11EAK02M?semester=2019/20/2
Társasági jog,5,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/2JO11EAV04M?semester=2021/22/1
Társasági jog,5,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ040NMMB?semester=2022/23/1
Társasági jog,5,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM076NMMB?semester=2025/26/1
Társaságirányítás,5,Dr. Csedő Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/VTVZ019NMMB?semester=2022/23/2
Társaságirányítás és számvitel,3,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/2PU51NCK12M?semester=2020/21/1
Társaságirányítás és számvitel,5,Bordáné Rabóczki Mária,magyar,https://www.uni-corvinus.hu/tantargyak/2SA53EAK26M?semester=2020/21/1
Távol-keleti menedzsment,3,Vaszkun Balázs György,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAV01B?semester=2019/20/2
Taxation and tax planning,6,Dr. Czoboly Gergely István,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM001NABB?semester=2024/25/2
Team Building I.,magyar,Kiss Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0037NAEB?semester=2021/22/2
Team Building II.,magyar,Kiss Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0012NAEB?semester=2024/25/2
Technológia és társadalom: techno-társadalmi kihívások a huszonegyedik századi marketingben,5,Dr. Cosovan Attila Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NAV08M?semester=2025/26/1
Technológia közvetítette kommunikáció,6,Dr. Veszelszki Ágnes,angol,https://www.uni-corvinus.hu/tantargyak/PHTK_TECHKOZVKOM?semester=2019/20/2
"Technológia, hatalom, üzlet a világgazdaságban",3,Dr. Gál Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAV40M?semester=2019/20/2
"Technológia, hatalom, üzlet a világgazdaságban",6,Dr. Gál Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKC8M?semester=2025/26/1
Technológiai előretekintés,3,Dr. Kristóf Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/VALL016LMSB?semester=2024/25/2
Technológiai előretekintés,4,Dr. Kristóf Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/VALL074LMSB?semester=2025/26/1
Technológiai tanácsadás,3,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAV20M?semester=2021/22/2
Technology and Digitalization in World Regions,6,Dr. Matura Tamás Attila,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB150NABB?semester=2025/26/1
Technology Innovation and Knowledge Management,6,Dr. Vas Réka Franciska,angol,https://www.uni-corvinus.hu/tantargyak/2CM99NAV01M?semester=2020/21/1
Település- és térség-marketing,5,Dr. Török Áron,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21NAK03CM?semester=2025/26/1
Településfejlesztési modellek,3,Dr. Letenyei László,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NGKN1B?semester=2021/22/2
Településföldrajz és településfejlesztés,3,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAV05B?semester=2024/25/2
Településföldrajzi terepgyakorlat,6,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG003NMBM?semester=2022/23/2
Települési és közösségi gazdaságtan,3,dr. Forman Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK01M?semester=2019/20/2
Településmarketing,4,Dr. Jeney László Botond,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21NDK05B?semester=2025/26/1
Teljesítményértékelés,magyar,Dr. Wimmer Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LAK29S?semester=2019/20/2
Teljesítménymenedzsment az ellátási láncban,5,Dr. Wimmer Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK20M?semester=2025/26/1
Teljesítménymenedzsment az ellátási láncban – duál,5,Dr. Wimmer Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK09MD?semester=2025/26/1
Teljesítménymérés a beszerzésben,4,Szukits Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK13S?semester=2020/21/2
Teljesítménymérés és értékelés,5,Bodnár Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81EAK39M?semester=2020/21/1
Teljesítménymérés- és értékelés,5,Bodnár Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NCK07M?semester=2025/26/1
Tematikus tervezés projekt,5,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LAKH7S?semester=2019/20/2
Terepmunka,3,Dr. Letenyei László,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVM4B?semester=2020/21/1
Térinformatika,3,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2GF26NAV07B?semester=2024/25/1
Térinformatika a vidékfejlesztésben,4,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK33B?semester=2023/24/1
Termék- és márkastratégiák,5,Dr. Kolos Krisztina Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NBK02M?semester=2025/26/1
Termék- és márkastratégiák,5,Dr. Kolos Krisztina Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41LAK04S?semester=2020/21/1
Termelés és szolgáltatás menedzsment,4,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK11M?semester=2020/21/1
Termelés és szolgáltatás menedzsment,4,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK09S?semester=2020/21/1
Termelés és szolgáltatás menedzsment,5,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK18M?semester=2021/22/1
Termelés és szolgáltatás menedzsment – duál,5,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK11MD?semester=2020/21/1
Természeti erőforrások és természetvédelem,magyar,dr. Marton Péter,angol,https://www.uni-corvinus.hu/tantargyak/3KT23NAK11M?semester=2019/20/2
Terrorism and Political Violence,3,Dr. Pinke-Sziva Ivett,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NFVA1B?semester=2019/20/2
Térségi marketingkommunikáció és márkázás,5,Dr. Pinke-Sziva Ivett,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAK10B?semester=2022/23/2
Térségi tervezés és programozás,magyar,Dr. Jászberényi Melinda,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK09CM?semester=2025/26/1
Térségi turisztikai termékfejlesztés,5,Dr. Jeney László Botond,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAK09B?semester=2025/26/1
Térségi-menedzsment,5,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41LAK28S?semester=2022/23/1
Területi elemzés és térinformatika,6,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20LSZ92M?semester=2020/21/1
Területi elemzés és térinformatika,6,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG019NMMB?semester=2021/22/1
Területi elemzési módszerek,6,Dr. Jeney László Botond,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK90B?semester=2023/24/2
Területi és térinformatikai kvantitatív elemzési módszerek,6,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK02M?semester=2020/21/1
Területi és térinformatikai kvantitatív elemzési módszerek,6,Dr. Varga Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20LSZ02M?semester=2020/21/1
Tervezés és kontrolling II.,3,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/2LK94LBK42B?semester=2019/20/2
Tervezés és projektek,6,Dr. Papp-Horváth Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK93M?semester=2025/26/1
Tervezés és projektek,6,Dr. Papp-Horváth Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20LSZ93M?semester=2025/26/1
Teszt tantárgy OM,magyar,Szöllősi Jenő,magyar,https://www.uni-corvinus.hu/tantargyak/TESZTOM01?semester=2024/25/2
Tevékenység és ellátási lánc menedzsment,6,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/PHG_ALAPF_MEN?semester=2023/24/2
Tevékenységmenedzsment,4,Dr. Kiss János,magyar,https://www.uni-corvinus.hu/tantargyak/2LK94LAK21B?semester=2019/20/2
Tevékenységmenedzsment,3,Matyusz Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK10B?semester=2024/25/1
Tevékenységmenedzsment,3,Matyusz Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK38B?semester=2021/22/1
Tevékenységmenedzsment,3,Matyusz Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK33SB?semester=2024/25/1
Text Mining and Analysis,6,dr. Kő Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN019NABB?semester=2025/26/1
The Art of Communication,6,Pelle Veronika,magyar,https://www.uni-corvinus.hu/tantargyak/MARK098NABB?semester=2025/26/1
The Circular Economy – Challenges and Business Solutions,6,Dr. Csutora Mária,magyar,https://www.uni-corvinus.hu/tantargyak/FENT043NAMB?semester=2025/26/1
The Communication of Dictatorships,3,Dr. Farkas-Bede Katalin,angol,https://www.uni-corvinus.hu/tantargyak/7PO10NDV92B?semester=2020/21/1
"The Continent of Resources, the Continent of Opportunities – Development and growth in Africa",6,Urbánné Mező Júlia,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKE7M?semester=2025/26/1
The Cultural Context of Communication,3,Dr. Benczes Réka Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKI3M?semester=2020/21/2
The Diversity Pipeline,6,Dr. Pásztor Adél,magyar,https://www.uni-corvinus.hu/tantargyak/TARS156NAMB?semester=2025/26/1
The Economic History of Eastern Europe in the 20th century,angol,Dr. Rosta Miklós,angol,https://www.uni-corvinus.hu/tantargyak/KOZNXV4MI07?semester=2019/20/2
The economic institutions of capitalism,3,Isaisas Rivera,angol,https://www.uni-corvinus.hu/tantargyak/PHK_ECOINS?semester=2019/20/2
The Economics and Ethics of Globalization,6,dr. Berde Éva,magyar,https://www.uni-corvinus.hu/tantargyak/293NECOV411B?semester=2020/21/1
The Economics of Aging,6,Dr. Németh Petra,magyar,https://www.uni-corvinus.hu/tantargyak/9KO03NAK02M?semester=2025/26/1
The foundations of behavioural economics,3,Kiss Hubert János,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG011NAMB?semester=2025/26/1
The foundations of behavioural economics,3,Kiss Hubert János,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG069NAMB?semester=2025/26/1
The Foundations of Behavioural Economics,3,Kiss Hubert János,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG076NAMB?semester=2025/26/1
The Globalization of World Politics,6,Tétényi András,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4VI10?semester=2025/26/1
The History of Sociology,angol,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKL1B?semester=2019/20/2
The Methodology of Sociological Research I.,6,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKF6B?semester=2025/26/1
The Methodology of Sociological Research I.,6,Dr. Moksony Ferenc,angol,https://www.uni-corvinus.hu/tantargyak/7SO30NCVF6M?semester=2025/26/1
The Methodology of Sociological Research II.,3,Dr. Moksony Ferenc,angol,https://www.uni-corvinus.hu/tantargyak/7SO30NCKD8B?semester=2019/20/2
The Methodology of Sociological Research II.,6,Dr. Moksony Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKF7B?semester=2020/21/1
The Microeconomics of the Gig Economy,6,Dr. Tőkés László,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4MI15?semester=2021/22/1
The Migration Turn,6,Dr. Melegh Attila,magyar,https://www.uni-corvinus.hu/tantargyak/TARS064NAMB?semester=2025/26/1
The New East-European Underclass,6,Ladányi János,magyar,https://www.uni-corvinus.hu/tantargyak/293NSOCV450B?semester=2025/26/1
The political economy of development,6,Ricz Judit,magyar,https://www.uni-corvinus.hu/tantargyak/NPVG014NAMB?semester=2025/26/1
The Political Economy of development in Post-Communist Central and Eastern Europe,3,Dr. Medve-Bálint Gergő,angol,https://www.uni-corvinus.hu/tantargyak/7PO10NGV84M?semester=2019/20/2
The Political Economy of EU Decision-Making,6,Dr. Nagy Sándor Gyula,angol,https://www.uni-corvinus.hu/tantargyak/4VG32NBK54M?semester=2020/21/2
The Political Economy of European Integration: Implications for Countries of Central- and Eastern Europe,6,Dr. Benczes István Zsolt,angol,https://www.uni-corvinus.hu/tantargyak/4OG33NAK36M?semester=2019/20/2
The Political Economy of the Middle East,6,dr. Paragi Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NIK49M?semester=2025/26/1
The Power of Language in Political Communication,3,Dr. Farkas-Bede Katalin,angol,https://www.uni-corvinus.hu/tantargyak/7PO10NGVE3M?semester=2019/20/2
The Prospects and Limits of Scientific Explanation,6,Dr. Demeter Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/TARS058NABB?semester=2025/26/1
The psychological factors behind individual decision-making,6,Szabó Zsolt Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0023NAMB?semester=2024/25/2
The psychological factors behind individual decision-making,6,Szabó Zsolt Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0088NAMB?semester=2025/26/1
The Realm of Communication,6,Pelle Veronika,angol,https://www.uni-corvinus.hu/tantargyak/7PE20NGKK2B?semester=2019/20/2
The rise of China in the world economy,magyar,Ryder Andrew,angol,https://www.uni-corvinus.hu/tantargyak/7VG32NIN03M?semester=2025/26/1
The Roma: policy and ethnogenesis,3,Dr. Endrődi-Kovács Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/7TSLDNAK13M?semester=2019/20/2
The sociology and economics of fertility,magyar,Dr. Aczél Petra Katalin,angol,https://www.uni-corvinus.hu/tantargyak/KSSZ002NAMB?semester=2025/26/1
The Western Balkans: Post-crisis and EU accession,6,Dr. Melegh Attila,magyar,https://www.uni-corvinus.hu/tantargyak/PHN_WESBALKPOSTCRISEUACC?semester=2024/25/2
Theories of communication,3,Dr. Melegh Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKF1B?semester=2019/20/2
Theorizing Hungarian Foreign Policy,3,Dr. Szalai Máté,angol,https://www.uni-corvinus.hu/tantargyak/7NK40NCVJ3B?semester=2020/21/1
Theory and Practice of Environmental Policymaking,6,Dr. Széchy Anna Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/FENT044NAMB?semester=2025/26/1
Theory of consumption and consumer behavior,6,Dr. Török Anna,magyar,https://www.uni-corvinus.hu/tantargyak/293NMARK601M?semester=2025/26/1
Theory of consumption and Consumer Behaviour,6,Dr. Török Anna,magyar,https://www.uni-corvinus.hu/tantargyak/MARK035NAMB?semester=2025/26/1
Theory of International Relations,6,dr. Szűcs Anita,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NBKB1M?semester=2025/26/1
Thesis,7,Dr. Kacsirek László,magyar,https://www.uni-corvinus.hu/tantargyak/VF00017NABB?semester=2024/25/2
Thesis Consultation,10,Dr. Szántay Antal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKL5M?semester=2024/25/2
Thesis Consultation I. – BI,15,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/293NTHESCONS5?semester=2021/22/1
Thesis Consultation I. – MM,5,Dr. Habil Agárdi Irma,angol,https://www.uni-corvinus.hu/tantargyak/293NTHESCONS3?semester=2019/20/2
Thesis Consultation II,6,Lőrincz László,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN155NAMB?semester=2025/26/1
Thesis Project,10,Dr. Szántay Antal Péter,angol,https://www.uni-corvinus.hu/tantargyak/7PE20NAKJ6M?semester=2020/21/1
Thesis Seminar,15,Walter György,magyar,https://www.uni-corvinus.hu/tantargyak/2SM95LGK02D?semester=2020/21/1
Thesis Seminar,10,Dr. Habil Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKL8B?semester=2024/25/2
Thesis Seminar,10,Dr. Szántay Antal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKK3M?semester=2024/25/2
Thesis seminar,10,Szabó László,magyar,https://www.uni-corvinus.hu/tantargyak/REKK027LASB?semester=2024/25/2
