targy_nev,kredit,felelos,nyelv,link
Diploma proszeminárium,5,Dr. Szalai Máté,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK02O?semester=2023/24/2
Diplomácia a gyakorlatban,magyar,dr. Vékony Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCKI5B?semester=2019/20/2
Diplomácia és külgazdaság a gyakorlatban,3,Dr. Baller Barbara,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NAK63B?semester=2021/22/1
Diplomácia-sportdiplomácia,5,dr. Lehoczki Bernadett Judit,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NDVK2M?semester=2025/26/1
Diplomakonzultáció,3,Dr. Tátrai Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK47S?semester=2021/22/2
Diplomakonzultáció,magyar,Dr. Tátrai Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK73S?semester=2021/22/2
Diplomakonzultáció,8,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM047LMSB?semester=2024/25/2
Diplomakonzultáció (szakdolgozat készítés),10,Dr. Fazakas Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV126LMSB?semester=2024/25/2
Diplomakonzultáció (szakdolgozat készítés),10,Dr. Fazakas Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0045LMSB?semester=2024/25/2
Diskurzus és politika,magyar,Dr. Benczes Réka Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCVA9B?semester=2020/21/1
Diskurzusanalízis,3,Dr. Habil Horváth Dóra,angol,https://www.uni-corvinus.hu/tantargyak/7PE20NBK14M?semester=2019/20/2
Disruptive development project,5,Tétényi András,angol,https://www.uni-corvinus.hu/tantargyak/MAMM002NMMB?semester=2024/25/2
Dissertation Seminar I.,6,Tétényi András,angol,https://www.uni-corvinus.hu/tantargyak/7VG32NBKB6M?semester=2020/21/1
Dissertation Seminar II.,9,Tétényi András,angol,https://www.uni-corvinus.hu/tantargyak/4VG32NCK08M?semester=2020/21/1
Dissertation Seminar II.,9,Tétényi András,angol,https://www.uni-corvinus.hu/tantargyak/7VG32NAK32M?semester=2020/21/1
Dissertation Seminar II.,angol,Tétényi András,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKB7M?semester=2020/21/1
Dissertation Specialism II.,magyar,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32UCL02M?semester=2024/25/2
Disztribúció,5,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK16M?semester=2020/21/1
Disztribúció- duál,5,Hidegh Anna Laura,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK16MD?semester=2020/21/1
Diversity Management,6,dr. Gálik Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0100NAMB?semester=2025/26/1
Döntés- és játékelméletek,5,Dr. Ambrus-Lakatos Loránd,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK32M?semester=2019/20/2
Döntések a sportban,3,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NAK09SM?semester=2025/26/1
Döntések a sportban,3,Szathmári Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE043NMMB?semester=2025/26/1
Döntéselemzés és -támogatás,5,Dr. Zoltayné Paprika Zita,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60EAK03S?semester=2019/20/2
Döntéselmélet,6,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/PHG_DONTESELM?semester=2019/20/2
Döntéselmélet,5,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NCV01M?semester=2025/26/1
Döntéselmélet,5,Dr. Becser Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60EAK03M?semester=2024/25/2
Döntéselmélet,5,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK02S?semester=2020/21/2
Döntéselmélet,5,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60EAK10S?semester=2020/21/2
Döntéselmélet,4,Dr. Zoltayné Paprika Zita,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK06S?semester=2020/21/1
Döntéselmélet,5,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK10CM?semester=2025/26/1
Döntéselmélet,5,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NCV01SM?semester=2025/26/1
Döntéselmélet,3,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NCK17M?semester=2024/25/2
Döntéselmélet,3,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LCK17M?semester=2024/25/2
Döntéselmélet,5,Dr. Köves Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE024LMSB?semester=2024/25/2
Döntési módszerek,6,Dr. Bozóki Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK16B?semester=2025/26/1
Döntési módszerek,6,Dr. Bozóki Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA022NMBB?semester=2025/26/1
Döntési technikák,4,Dr. Gáspár Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK03B?semester=2024/25/2
Döntési technikák,4,Dr. Gáspár Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK29SB?semester=2025/26/1
Döntési technikák,3,Dr. Gáspár Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE011NMBB?semester=2024/25/2
Döntési technikák,3,Dr. Gáspár Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE014NMBS?semester=2024/25/2
Döntési technikák – duál,4,Dr. Gáspár Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK30SB?semester=2025/26/1
Döntésmódszertan,6,Dr. Becser Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK20S?semester=2019/20/2
Döntéstámogatás,5,Dr. Bozóki Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK13B?semester=2022/23/1
Döntéstámogatás,6,Dr. Bozóki Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA021NMBB?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications,6,von Schweinitz Gregor,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG100NAMB?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications,5,von Schweinitz Gregor,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI102?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications I.,6,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG001NAMB?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications I.,5,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI053?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications I.,6,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG080NAMB?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications II.,6,Dr. Kónya István Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG002NAMB?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications II.,5,Dr. Kónya István Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI054?semester=2025/26/1
Dynamic Macroeconomics: Theory and Applications II.,6,Dr. Kónya István Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG091NAMB?semester=2025/26/1
E-Business,4,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NCK06B?semester=2024/25/2
E-business,3,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK39B?semester=2021/22/2
E-business,5,Nagy Vitéz,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK86B?semester=2019/20/2
E-Business,4,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NCK37SB?semester=2025/26/1
E-Business,3,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/INIK002NMBB?semester=2024/25/2
E-Business,6,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/INIK005NAMB?semester=2025/26/1
E-business,3,Dr. Vas Réka Franciska,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN020NABB?semester=2025/26/1
E-Business,6,Dr. Balkányi Péter,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN047NAMB?semester=2025/26/1
E-Business – duál,4,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NCK38SB?semester=2019/20/2
E-business társadalmi és technológiai kontextusai,6,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/INIK003NMBB?semester=2025/26/1
E-business üzleti modelljei,3,Dr. Balkányi Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NDK01M?semester=2020/21/1
E-business üzleti modelljei,4,Dr. Urbán Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NDK03M?semester=2019/20/2
E-government,3,Dr. Molnár Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NDV02M?semester=2020/21/1
E-kereskedelem,3,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NCK05B?semester=2025/26/1
E-kereskedelem / Infokommunikáció,5,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34EAK04S?semester=2020/21/2
E-kereskedelem / Infokommunikáció,6,Pintér Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN080EMMB?semester=2024/25/2
E-kereskedelem és kereskedelemkutatás,4,Dr. Simon Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2MF44NDK12B?semester=2025/26/1
Early Modern and Modern World History,6,Dr. Kelemen Zoltán,angol,https://www.uni-corvinus.hu/tantargyak/7NK40NCK79B?semester=2020/21/1
East Asian High Growth Economics,3,Dr. Lehmann Kristóf,angol,https://www.uni-corvinus.hu/tantargyak/KOZNX4MN07?semester=2019/20/2
ECA Klubfutballmenedzsment,3,Dr. Havran Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG002NMMS?semester=2025/26/1
Econometrics,6,Erdélyi Ajna,magyar,https://www.uni-corvinus.hu/tantargyak/4ST14NAK21M?semester=2025/26/1
Econometrics,8,Dr. Elek Péter,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG051NAMB?semester=2025/26/1
Econometrics,6,Dr. Elek Péter,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG098NAMB?semester=2025/26/1
Econometrics for Finance,6,Dr. Havran Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV104NAMB?semester=2025/26/1
Econometrics for Finance,6,Dr. Samet Günay,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ041NAMB?semester=2024/25/2
Econometrics I.,6,Reguly Ágoston,angol,https://www.uni-corvinus.hu/tantargyak/4ST14NAK30B?semester=2019/20/2
Econometrics II.,6,Keresztély Tibor,angol,https://www.uni-corvinus.hu/tantargyak/4ST14NAK32B?semester=2019/20/2
Econometrics II.,8,Keresztély Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/MSST002NABB?semester=2024/25/2
Economic and Human Geography,3,Dr. Jeney László Botond,angol,https://www.uni-corvinus.hu/tantargyak/7GF20NAV12B?semester=2019/20/2
Economic and Social History,6,Pachetti Federico,magyar,https://www.uni-corvinus.hu/tantargyak/KSPV007NABB?semester=2024/25/2
Economic Complexity,3,Dr. Lengyel Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN151NAMB?semester=2025/26/1
Economic Development and FDI in East Asia,6,Dr. Szunomár Ágnes,angol,https://www.uni-corvinus.hu/tantargyak/7VG32NAV89M?semester=2019/20/2
Economic English II.,magyar,Dr. Dobos Ágota,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0031NAEB?semester=2024/25/2
Economic Foundations of Public Governance,3,Németh András Olivér,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG014NAMB?semester=2025/26/1
Economic Geographic Models,6,Czaller László,angol,https://www.uni-corvinus.hu/tantargyak/FENT051NAMB?semester=2025/26/1
Economic Geography,3,Dr. Tózsa István,magyar,https://www.uni-corvinus.hu/tantargyak/293NECGKV01B?semester=2019/20/2
Economic Growth and Social Change in the Austro-Hungarian Monarchy (1867-1913),magyar,Venyige Róbert,angol,https://www.uni-corvinus.hu/tantargyak/KOZNXV4MI12?semester=2025/26/1
Economic History,3,Dr. Szunomár Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NFV80B?semester=2020/21/1
Economic miracles and traps in Asia,6,Dr. Endrődi-Kovács Viktória,angol,https://www.uni-corvinus.hu/tantargyak/GLOB012NAMB?semester=2025/26/1
"Economic nationalism: ideas, policies, debates",3,Németh András Olivér,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAV88M?semester=2019/20/2
Economic Policy of Market and Government Failures,3,Dr. Tóth László,angol,https://www.uni-corvinus.hu/tantargyak/KOZNXV4OG19?semester=2025/26/1
Economic Psychology,3,Szabó Zsolt Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAV41B?semester=2020/21/1
Economic Psychology,6,Szabó László,magyar,https://www.uni-corvinus.hu/tantargyak/GKOI005NABB?semester=2024/25/2
Economic regulation in the energy sector II.,3,Dr. Melegh Attila,angol,https://www.uni-corvinus.hu/tantargyak/REKK015LASB?semester=2024/25/2
Economic Sociology,3,Dr. Melegh Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NFVA8B?semester=2019/20/2
Economic Sociology,3,Dr. Faludi Julianna,angol,https://www.uni-corvinus.hu/tantargyak/293NSOCV165B?semester=2019/20/2
Economic Sociology,3,Dr. Melegh Attila,magyar,https://www.uni-corvinus.hu/tantargyak/KSSZ012NABB?semester=2023/24/1
Economic Trends in a Globalized World,6,Vigvári Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB005NAMB?semester=2025/26/1
"Economic, Political and Social Processes in Latin-America",6,Dr. Nagy Sándor Gyula,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAV82M?semester=2025/26/1
"Economic, Political and Social Systems in Latin-America: Challenging Stereotypes",6,Dr. Nagy Sándor Gyula,magyar,https://www.uni-corvinus.hu/tantargyak/PHN_ECPOLSOCSYS_LATINAM?semester=2024/25/2
Economics,5,Bod Péter Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/2SM95LBK03S?semester=2020/21/1
Economics and the European Union,6,Dr. Győrffy Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/293NECOV395B?semester=2025/26/1
Economics I.,9,Dr. Isztin Péter Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG016NABB?semester=2024/25/2
Economics II.,9,Külpmann Philipp,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG017NABB?semester=2024/25/2
Economics of Beauty and Health Industry,6,Prof. Dr. Rencz Fanni,angol,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ65?semester=2019/20/2
Economics of electricity markets II.,4,Mezősi András,magyar,https://www.uni-corvinus.hu/tantargyak/REKK022LASB?semester=2024/25/2
Economics of Global and Regional Integration,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NAK20M?semester=2024/25/2
Economics of Globalization from the Perspectives of CEE,3,Dr. Trautmann László,angol,https://www.uni-corvinus.hu/tantargyak/KOZNXV4MI03?semester=2020/21/2
Economics of Health at Work,6,Prof. Dr. Gulácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NBK22M?semester=2025/26/1
Economics of natural gas markets II.,4,Takácsné Tóth Borbála,magyar,https://www.uni-corvinus.hu/tantargyak/REKK024LASB?semester=2024/25/2
Economics of Regulation,6,Dr. Szakadát László,magyar,https://www.uni-corvinus.hu/tantargyak/KG00051NAMB?semester=2025/26/1
Economics of Regulation,6,Kálecz-Simon András,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG067NAMB?semester=2024/25/2
Economics of Renewable Energy,4,Szabó László,magyar,https://www.uni-corvinus.hu/tantargyak/REKK025LASB?semester=2024/25/2
Economics of the Public Sector,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ39?semester=2025/26/1
Economics of the Public Sector,5,Reizer Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK028NAMB?semester=2024/25/2
Economics of the Public Sector,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NBK29M?semester=2025/26/1
Economics of the Public Sector,5,Reizer Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG094NAMB?semester=2024/25/2
Economy & Society,6,Dr. Melegh Attila,magyar,https://www.uni-corvinus.hu/tantargyak/TARS139NABB?semester=2025/26/1
Economy and Inequality,angol,Dr. Duma László,angol,https://www.uni-corvinus.hu/tantargyak/7SO30NAVL8M?semester=2019/20/2
Effective e-Business Management,6,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/293NCOMV453B?semester=2020/21/1
Effective project team management,5,Professor Emerita Dr. Elekes Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/VF00081LASB?semester=2025/26/1
Egészégszociológia,3,Prof. Brodszky Valentin Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NAVL9M?semester=2019/20/2
"Egészség-finanszírozás, és szolgáltatás-finanszírozási technikák",6,Ágoston Kolos Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/GKEK009NMMB?semester=2025/26/1
Egészségbiztosítás,3,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK22M?semester=2024/25/2
Egészségipar,6,Dr. Fadgyas-Freyler Petra,magyar,https://www.uni-corvinus.hu/tantargyak/TARS182NAMB?semester=2025/26/1
Egészségpolitika és finanszírozás,6,Prof. Dr. Gulácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/PHG_EGESZSEG_POL?semester=2019/20/2
Egészségpolitika és finanszírozás,3,Prof. Dr. Gulácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/PHK_EGFIN?semester=2019/20/2
Egészségtudományok alapjai,4,Prof. Brodszky Valentin Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NAK06B?semester=2025/26/1
Egészségturizmus,5,Dr. Simon Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAK08SM?semester=2025/26/1
Egészségügyi közgazdaságtan,6,Prof. Brodszky Valentin Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03LAV49M?semester=2019/20/2
Egészségügyi közgazdaságtan,6,Prof. Brodszky Valentin Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NAV91M?semester=2025/26/1
Egészségügyi közgazdaságtan,4,Dr. Péntek Márta,magyar,https://www.uni-corvinus.hu/tantargyak/PHK_EGKOZG?semester=2019/20/2
Egészségügyi pénzügyi ismeretek,5,Dr. Fazakas Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV078LMSB?semester=2024/25/2
Egészségügyi politika és finanszírozás,6,Prof. Brodszky Valentin Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03LAV48M?semester=2021/22/2
Egészségügyi politika és finanszírozás,6,Baji Petra,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NAV83M?semester=2020/21/1
Egyedi projektek vezetése,3,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NAK01B?semester=2023/24/2
Egyedi projektek vezetése,3,Dr. Jelen Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK52B?semester=2019/20/2
Egyedi projektek vezetése,4,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NAK36SB?semester=2025/26/1
Egyedi projektek vezetése,4,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NAK02B?semester=2025/26/1
Egyedi projektek vezetése,6,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/VF00023NMBB?semester=2024/25/2
Egyedi projektek vezetése,6,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/VF00044NMBS?semester=2023/24/2
Egyedi projektek vezetése – duál,4,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NAK37SB?semester=2025/26/1
Egyedi projektek vezetése I.,5,Prof. Dr. Szabó Lajos György,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72LAK02S?semester=2020/21/1
Egyedi projektek vezetése II.,6,Prof. Dr. Szabó Lajos György,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72LAK03S?semester=2019/20/2
Egyedi projektvezetés,5,Dr. Jelen Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NAK31CM?semester=2025/26/1
Egyedi projektvezetés (felzárkóztató),magyar,Dr. Papp-Horváth Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NAV04M?semester=2020/21/2
Egyén a szervezetben,5,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAV12M?semester=2025/26/1
Egyéni fejlesztési tervek készítése (szakdolgozat 2.),5,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7TD50LAKG2S?semester=2020/21/2
Együttműködés a HR szervezeten belül,4,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81LAK66S?semester=2020/21/1
Eladásmenedzsment,3,Dr. Habil Gáti Mirkó György,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NCK03M?semester=2025/26/1
Electronic Commerce,6,dr. Kő Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSV489B?semester=2025/26/1
Élelem a 21. században,4,Dr. Török Áron,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21NAV04B?semester=2024/25/2
Élelmezésbiztonság,4,Dr. Jámbor Attila,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21LAK06S?semester=2019/20/2
Élelmiszer lánc menedzsment,6,Prof. Emetitus  Dr.Tóth József,magyar,https://www.uni-corvinus.hu/tantargyak/FENT010NMBB ?semester=2022/23/1
Élelmiszer-marketing,3,Dr. Török Áron,magyar,https://www.uni-corvinus.hu/tantargyak/VF00072NMMB?semester=2022/23/2
Élelmiszerbiztonság és minőségbiztosítás,magyar,Dr. Török Áron,magyar,https://www.uni-corvinus.hu/tantargyak/1MB42NBK01B?semester=2019/20/2
Élelmiszerlánc-biztonság,5,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21NAK20B?semester=2020/21/2
Elements of Accounting,6,Dr. Szabó Imre,angol,https://www.uni-corvinus.hu/tantargyak/293NACCK191B?semester=2020/21/1
Elements of Mathematics,6,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHK_MATALA?semester=2020/21/2
Elemi differencia és differenciál egyenletek a közgazdaságtanban és a pénzügyekben,3,Dr. Tallos Péter,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT011NMBB?semester=2024/25/2
Elemi differencia és differenciálegyenletek a közgazdaságtanban és pénzügyben,3,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAV63B?semester=2019/20/2
Elemi differencia és differenciálegyenletek a közgazdaságtanban és pénzügyben,3,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAV63B-SPM?semester=2024/25/2
Életbiztosítás,2,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11NIK02M?semester=2024/25/1
Életbiztosítás,magyar,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/mm4n1eb1?semester=2020/21/1
Életbiztosítás,10,Ágoston Kolos Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA038LMSB?semester=2025/26/1
Életbiztosítás praktikum,3,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11NIK03M?semester=2024/25/1
Életbiztosítás praktikum,magyar,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/mm4n2eb1?semester=2020/21/1
Életpálya pénzügyi tervezése,6,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO051NMOB?semester=2025/26/1
Életpálya-finanszírozás,4,Dr. Gelei Andrea,angol,https://www.uni-corvinus.hu/tantargyak/2BE52NAK10O?semester=2025/26/1
Elismerő feltárás és elismerő vezetés (Appreciative Inquiry),4,Dr. Gelei Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM046LMSB?semester=2024/25/2
Ellátási lánc menedzsment,5,Dr. Gelei Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK01M?semester=2025/26/1
Ellátási lánc menedzsment,5,Dr. Gelei Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NCK10M?semester=2019/20/2
Ellátási lánc menedzsment,6,Dr. Gelei Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK62S?semester=2019/20/2
Ellátási lánc menedzsment – duál,5,Dr. Gelei Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK10MD?semester=2025/26/1
Ellenőrzés és könyvvizsgálat alapjai,3,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/2SA53NCK10B?semester=2023/24/2
Ellenőrzés és könyvvizsgálat alapjai,3,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/PSVS012NMBB?semester=2024/25/2
Elméleti és gyakorlati kihívások a monetáris politikában,3,Dr. László Csaba Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/4MNBNAV11M?semester=2019/20/2
Elméleti és gyakorlati kihívások a monetáris politikában,3,Dr. Lehmann Kristóf,magyar,https://www.uni-corvinus.hu/tantargyak/4MNBNAV17M?semester=2019/20/2
Elméleti közgazdaságtan II.,6,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG022LMMB?semester=2025/26/1
Elmélettörténet,3,Dr. Lehmann Kristóf,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNX4MN02?semester=2019/20/2
Elocution,3,Dr. Kovács Gábor István,angol,https://www.uni-corvinus.hu/tantargyak/7PE20NEKD6B?semester=2019/20/2
EMBA Elective 1.,2,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN124LASB?semester=2024/25/2
EMBA Elective 2.,2,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN125LASB?semester=2024/25/2
EMBA Elective 3.,3,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN126LASB?semester=2024/25/2
EMBA Elective 4.,3,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN127LASB?semester=2024/25/2
Emberi erőforrás gazdálkodás,magyar,Szőts-Kováts Klaudia,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81LAV18S?semester=2020/21/1
Emberi erőforrás menedzsment,4,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NGK01B?semester=2020/21/2
Emberi erőforrás menedzsment,5,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81LAK16S?semester=2020/21/1
Emberi erőforrás menedzsment,3,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK22B?semester=2024/25/2
